location_id,country,state_union_territory,district,city_category
1908,India,Punjab,Tarn Taran,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1909,India,Sikkim,Gangtok,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1910,India,Sikkim,Gangtok,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1911,India,Sikkim,Gangtok,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1912,India,Sikkim,Gyalshing,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1913,India,Sikkim,Gyalshing,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1914,India,Sikkim,Gyalshing,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1915,India,Sikkim,Mangan,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1916,India,Sikkim,Mangan,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1917,India,Sikkim,Mangan,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1918,India,Sikkim,Namchi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1919,India,Sikkim,Namchi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1920,India,Sikkim,Namchi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1921,India,Sikkim,Pakyong,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1922,India,Sikkim,Pakyong,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1923,India,Sikkim,Pakyong,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1924,India,Sikkim,Soreng,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1925,India,Sikkim,Soreng,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1926,India,Sikkim,Soreng,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1927,India,Telangana,Adilabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1928,India,Telangana,Adilabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1929,India,Telangana,Adilabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1930,India,Telangana,Bhadradri Kothagudem,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1931,India,Telangana,Bhadradri Kothagudem,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1932,India,Telangana,Bhadradri Kothagudem,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1933,India,Telangana,Hanumakonda,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1934,India,Telangana,Hanumakonda,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1935,India,Telangana,Hanumakonda,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1936,India,Telangana,Hyderabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1937,India,Telangana,Hyderabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1938,India,Telangana,Hyderabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1939,India,Telangana,Jagtial,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1940,India,Telangana,Jagtial,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1941,India,Telangana,Jagtial,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1942,India,Telangana,Jangaon,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1943,India,Telangana,Jangaon,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1944,India,Telangana,Jangaon,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1945,India,Telangana,Jayashankar Bhupalapally,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1946,India,Telangana,Jayashankar Bhupalapally,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1947,India,Telangana,Jayashankar Bhupalapally,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1948,India,Telangana,Jogulamba Gadwal,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1949,India,Telangana,Jogulamba Gadwal,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1950,India,Telangana,Jogulamba Gadwal,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1951,India,Telangana,Kamareddy,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1952,India,Telangana,Kamareddy,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1953,India,Telangana,Kamareddy,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1954,India,Telangana,Karimnagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1955,India,Telangana,Karimnagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1956,India,Telangana,Karimnagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1957,India,Telangana,Khammam,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1958,India,Telangana,Khammam,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1959,India,Telangana,Khammam,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1960,India,Telangana,Kumuram Bheem Asifabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1961,India,Telangana,Kumuram Bheem Asifabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1962,India,Telangana,Kumuram Bheem Asifabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1963,India,Telangana,Mahabubabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1964,India,Telangana,Mahabubabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1965,India,Telangana,Mahabubabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1966,India,Telangana,Mahabubnagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1967,India,Telangana,Mahabubnagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1968,India,Telangana,Mahabubnagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1969,India,Telangana,Mancherial,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1970,India,Telangana,Mancherial,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1971,India,Telangana,Mancherial,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1972,India,Telangana,Medak,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1973,India,Telangana,Medak,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1974,India,Telangana,Medak,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1975,India,Telangana,Medchal Malkajgiri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1976,India,Telangana,Medchal Malkajgiri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1977,India,Telangana,Medchal Malkajgiri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1978,India,Telangana,Mulugu,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1979,India,Telangana,Mulugu,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1980,India,Telangana,Mulugu,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1981,India,Telangana,Nagarkurnool,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1982,India,Telangana,Nagarkurnool,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1983,India,Telangana,Nagarkurnool,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1984,India,Telangana,Nalgonda,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1985,India,Telangana,Nalgonda,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1986,India,Telangana,Nalgonda,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1987,India,Telangana,Narayanpet,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1988,India,Telangana,Narayanpet,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1989,India,Telangana,Narayanpet,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1990,India,Telangana,Nirmal,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1991,India,Telangana,Nirmal,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1992,India,Telangana,Nirmal,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1993,India,Telangana,Nizamabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1994,India,Telangana,Nizamabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1995,India,Telangana,Nizamabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1996,India,Telangana,Peddapalli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1997,India,Telangana,Peddapalli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1998,India,Telangana,Peddapalli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1999,India,Telangana,Rajanna Sircilla,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2000,India,Telangana,Rajanna Sircilla,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2001,India,Telangana,Rajanna Sircilla,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2002,India,Telangana,Ranga Reddy,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2003,India,Telangana,Ranga Reddy,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2004,India,Telangana,Ranga Reddy,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2005,India,Telangana,Sangareddy,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2006,India,Telangana,Sangareddy,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2007,India,Telangana,Sangareddy,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2008,India,Telangana,Siddipet,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2009,India,Telangana,Siddipet,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2010,India,Telangana,Siddipet,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2011,India,Telangana,Suryapet,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2012,India,Telangana,Suryapet,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2013,India,Telangana,Suryapet,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2014,India,Telangana,Vikarabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2015,India,Telangana,Vikarabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2016,India,Telangana,Vikarabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2017,India,Telangana,Wanaparthy,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2018,India,Telangana,Wanaparthy,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2019,India,Telangana,Wanaparthy,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2020,India,Telangana,Warangal,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2021,India,Telangana,Warangal,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2022,India,Telangana,Warangal,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2023,India,Telangana,Yadadri Bhuvanagiri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2024,India,Telangana,Yadadri Bhuvanagiri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2025,India,Telangana,Yadadri Bhuvanagiri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2026,India,Uttar Pradesh,Agra,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2027,India,Uttar Pradesh,Agra,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2028,India,Uttar Pradesh,Agra,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2029,India,Uttar Pradesh,Aligarh,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2030,India,Uttar Pradesh,Aligarh,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2031,India,Uttar Pradesh,Aligarh,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2032,India,Uttar Pradesh,Ambedkar Nagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2033,India,Uttar Pradesh,Ambedkar Nagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2034,India,Uttar Pradesh,Ambedkar Nagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2035,India,Uttar Pradesh,Amethi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2036,India,Uttar Pradesh,Amethi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2037,India,Uttar Pradesh,Amethi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2038,India,Uttar Pradesh,Amroha,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2039,India,Uttar Pradesh,Amroha,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2040,India,Uttar Pradesh,Amroha,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2041,India,Uttar Pradesh,Auraiya,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2042,India,Uttar Pradesh,Auraiya,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2043,India,Uttar Pradesh,Auraiya,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2044,India,Uttar Pradesh,Ayodhya,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2045,India,Uttar Pradesh,Ayodhya,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2046,India,Uttar Pradesh,Ayodhya,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2047,India,Uttar Pradesh,Azamgarh,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2048,India,Uttar Pradesh,Azamgarh,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2049,India,Uttar Pradesh,Azamgarh,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2050,India,Uttar Pradesh,Baghpat,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2051,India,Uttar Pradesh,Baghpat,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2052,India,Uttar Pradesh,Baghpat,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2053,India,Uttar Pradesh,Bahraich,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2054,India,Uttar Pradesh,Bahraich,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2055,India,Uttar Pradesh,Bahraich,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2056,India,Uttar Pradesh,Ballia,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2057,India,Uttar Pradesh,Ballia,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2058,India,Uttar Pradesh,Ballia,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2059,India,Uttar Pradesh,Balrampur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2060,India,Uttar Pradesh,Balrampur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2061,India,Uttar Pradesh,Balrampur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2062,India,Uttar Pradesh,Banda,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2063,India,Uttar Pradesh,Banda,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2064,India,Uttar Pradesh,Banda,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2065,India,Uttar Pradesh,Bara Banki,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2066,India,Uttar Pradesh,Bara Banki,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2067,India,Uttar Pradesh,Bara Banki,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2068,India,Uttar Pradesh,Bareilly,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2069,India,Uttar Pradesh,Bareilly,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2070,India,Uttar Pradesh,Bareilly,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2071,India,Uttar Pradesh,Basti,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2072,India,Uttar Pradesh,Basti,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2073,India,Uttar Pradesh,Basti,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2074,India,Uttar Pradesh,Bhadohi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2075,India,Uttar Pradesh,Bhadohi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2076,India,Uttar Pradesh,Bhadohi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2077,India,Uttar Pradesh,Bijnor,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2078,India,Uttar Pradesh,Bijnor,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2079,India,Uttar Pradesh,Bijnor,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2080,India,Uttar Pradesh,Budaun,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2081,India,Uttar Pradesh,Budaun,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2082,India,Uttar Pradesh,Budaun,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2083,India,Uttar Pradesh,Bulandshahr,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2084,India,Uttar Pradesh,Bulandshahr,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2085,India,Uttar Pradesh,Bulandshahr,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2086,India,Uttar Pradesh,Chandauli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2087,India,Uttar Pradesh,Chandauli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2088,India,Uttar Pradesh,Chandauli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2089,India,Uttar Pradesh,Chitrakoot,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2090,India,Uttar Pradesh,Chitrakoot,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2091,India,Uttar Pradesh,Chitrakoot,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2092,India,Uttar Pradesh,Deoria,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2093,India,Uttar Pradesh,Deoria,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2094,India,Uttar Pradesh,Deoria,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2095,India,Uttar Pradesh,Etah,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2096,India,Uttar Pradesh,Etah,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2097,India,Uttar Pradesh,Etah,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2098,India,Uttar Pradesh,Etawah,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2099,India,Uttar Pradesh,Etawah,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2100,India,Uttar Pradesh,Etawah,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2101,India,Uttar Pradesh,Farrukhabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2102,India,Uttar Pradesh,Farrukhabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2103,India,Uttar Pradesh,Farrukhabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2104,India,Uttar Pradesh,Fatehpur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2105,India,Uttar Pradesh,Fatehpur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2106,India,Uttar Pradesh,Fatehpur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2107,India,Uttar Pradesh,Firozabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2108,India,Uttar Pradesh,Firozabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2109,India,Uttar Pradesh,Firozabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2110,India,Uttar Pradesh,Gautam Buddha Nagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2111,India,Uttar Pradesh,Gautam Buddha Nagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2112,India,Uttar Pradesh,Gautam Buddha Nagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2113,India,Uttar Pradesh,Ghaziabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2114,India,Uttar Pradesh,Ghaziabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2115,India,Uttar Pradesh,Ghaziabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2116,India,Uttar Pradesh,Ghazipur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
2117,India,Uttar Pradesh,Ghazipur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
2118,India,Uttar Pradesh,Ghazipur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
2119,India,Uttar Pradesh,Gonda,"Tier 1 City (Mumbai, Delhi, and similar cities)"
